food_code,food_description,number_of_servings,measure_description,gram_weight
27450080.0,Seafood salad (Includes: made with any dressing),1.0,Quantity not specified,104.0
27450090.0,Tuna salad with cheese (Includes: made with any dressing),1.0,Per 100g,100.0
27450090.0,Tuna salad with cheese (Includes: made with any dressing),1.0,1 cup,238.0
27450090.0,Tuna salad with cheese (Includes: made with any dressing),1.0,Quantity not specified,119.0
27450100.0,Tuna salad with egg (Includes: made with any dressing),1.0,Per 100g,100.0
27450100.0,Tuna salad with egg (Includes: made with any dressing),1.0,1 cup,238.0
27450100.0,Tuna salad with egg (Includes: made with any dressing),1.0,Quantity not specified,119.0
27450110.0,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",1.0,Per 100g,100.0
27450110.0,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",1.0,1 cup,95.0
27450110.0,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",1.0,1 fast food order,244.0
27450110.0,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",1.0,Quantity not specified,244.0
27450120.0,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",1.0,Per 100g,100.0
27450120.0,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",1.0,1 cup,95.0
27450120.0,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",1.0,Quantity not specified,332.0
27450130.0,Crab salad made with imitation crab (Includes: made with any dressing),1.0,Per 100g,100.0
27450130.0,Crab salad made with imitation crab (Includes: made with any dressing),1.0,1 cup,208.0
27450130.0,Crab salad made with imitation crab (Includes: made with any dressing),1.0,Quantity not specified,104.0
27450150.0,"Fish, tofu, and vegetables, tempura",1.0,Per 100g,100.0
27450150.0,"Fish, tofu, and vegetables, tempura",1.0,1 cup,63.0
27450150.0,"Fish, tofu, and vegetables, tempura",1.0,Quantity not specified,134.0
27450180.0,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",1.0,Per 100g,100.0
27450180.0,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",1.0,1 cup,95.0
27450180.0,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",1.0,Quantity not specified,332.0
27450190.0,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",1.0,Per 100g,100.0
27450190.0,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",1.0,1 cup,95.0
27450190.0,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",1.0,Quantity not specified,332.0
27450200.0,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",1.0,Per 100g,100.0
27450200.0,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",1.0,1 cup,95.0
27450200.0,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",1.0,Quantity not specified,332.0
27450210.0,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",1.0,Per 100g,100.0
27450210.0,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",1.0,1 cup,95.0
27450210.0,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",1.0,Quantity not specified,332.0
27450250.0,Oysters Rockefeller,1.0,Per 100g,100.0
27450250.0,Oysters Rockefeller,1.0,1 oyster,30.0
27450250.0,Oysters Rockefeller,1.0,Quantity not specified,85.0
27450310.0,Lomi salmon,1.0,Per 100g,100.0
27450310.0,Lomi salmon,1.0,1 cup,234.0
27450310.0,Lomi salmon,1.0,Quantity not specified,117.0
27450400.0,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",1.0,Per 100g,100.0
27450400.0,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",1.0,1 cup,162.0
27450400.0,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",1.0,Quantity not specified,81.0
27450405.0,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",1.0,Per 100g,100.0
27450405.0,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",1.0,1 cup,162.0
27450405.0,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",1.0,Quantity not specified,81.0
27450410.0,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce (Includes: Szechuan shrimp; Hunan shrimp)",1.0,Per 100g,100.0
27450410.0,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce (Includes: Szechuan shrimp; Hunan shrimp)",1.0,1 cup,217.0
27450410.0,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce (Includes: Szechuan shrimp; Hunan shrimp)",1.0,Quantity not specified,163.0
27450420.0,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,Per 100g,100.0
27450420.0,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,1 cup,217.0
27450420.0,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,Quantity not specified,163.0
27450430.0,"Shrimp shish kabob with vegetables, excluding potatoes",1.0,Per 100g,100.0
27450430.0,"Shrimp shish kabob with vegetables, excluding potatoes",1.0,1 shishkabob,202.0
27450430.0,"Shrimp shish kabob with vegetables, excluding potatoes",1.0,1 cup,154.0
27450430.0,"Shrimp shish kabob with vegetables, excluding potatoes",1.0,Quantity not specified,77.0
27450450.0,"Shrimp creole, no rice",1.0,Per 100g,100.0
27450450.0,"Shrimp creole, no rice",1.0,1 cup,246.0
27450450.0,"Shrimp creole, no rice",1.0,Quantity not specified,123.0
27450470.0,Kung Pao shrimp,1.0,Per 100g,100.0
27450470.0,Kung Pao shrimp,1.0,1 cup,162.0
27450470.0,Kung Pao shrimp,1.0,Quantity not specified,121.0
27450510.0,"Tuna casserole with vegetables and mushroom sauce, no noodles",1.0,Per 100g,100.0
27450510.0,"Tuna casserole with vegetables and mushroom sauce, no noodles",1.0,1 cup,224.0
27450510.0,"Tuna casserole with vegetables and mushroom sauce, no noodles",1.0,Quantity not specified,112.0
27450600.0,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",1.0,Per 100g,100.0
27450600.0,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",1.0,1 cup,217.0
27450600.0,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",1.0,Quantity not specified,163.0
27450610.0,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,Per 100g,100.0
27450610.0,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,1 cup,217.0
27450610.0,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,Quantity not specified,163.0
27450650.0,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",1.0,Per 100g,100.0
27450650.0,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",1.0,1 cup,224.0
27450650.0,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",1.0,Quantity not specified,112.0
27450660.0,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",1.0,Per 100g,100.0
27450660.0,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",1.0,1 cup,224.0
27450660.0,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",1.0,Quantity not specified,112.0
27450700.0,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",1.0,Per 100g,100.0
27450700.0,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",1.0,1 cup,224.0
27450700.0,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",1.0,Quantity not specified,112.0
27450710.0,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",1.0,Per 100g,100.0
27450710.0,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",1.0,1 cup,224.0
27450710.0,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",1.0,Quantity not specified,112.0
27450740.0,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",1.0,Per 100g,100.0
27450740.0,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",1.0,1 cup,217.0
27450740.0,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",1.0,Quantity not specified,163.0
27450750.0,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,Per 100g,100.0
27450750.0,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,1 cup,217.0
27450750.0,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1.0,Quantity not specified,163.0
27450760.0,"Fish shish kabob with vegetables, excluding potatoes",1.0,Per 100g,100.0
27450760.0,"Fish shish kabob with vegetables, excluding potatoes",1.0,1 shishkabob,202.0
27450760.0,"Fish shish kabob with vegetables, excluding potatoes",1.0,1 cup,154.0
27450760.0,"Fish shish kabob with vegetables, excluding potatoes",1.0,Quantity not specified,77.0
27451010.0,"Fried fish with sauce, Puerto Rican style (Includes: Mojo isleno; Pescado frito con mojo)",1.0,Per 100g,100.0
27451010.0,"Fried fish with sauce, Puerto Rican style (Includes: Mojo isleno; Pescado frito con mojo)",1.0,"1 slice (4"" x 3-1/2"" x 1/2"") with sauce",213.0
27451010.0,"Fried fish with sauce, Puerto Rican style (Includes: Mojo isleno; Pescado frito con mojo)",1.0,Quantity not specified,135.0
27451030.0,"Lobster with sauce, Puerto Rican style (Includes: Langosta a la criolla)",1.0,Per 100g,100.0
27451030.0,"Lobster with sauce, Puerto Rican style (Includes: Langosta a la criolla)",1.0,1 cup,242.0
27451030.0,"Lobster with sauce, Puerto Rican style (Includes: Langosta a la criolla)",1.0,Quantity not specified,121.0
27451060.0,"Octopus salad, Puerto Rican style (Includes: Ensalada de pulpo)",1.0,Per 100g,100.0
27451060.0,"Octopus salad, Puerto Rican style (Includes: Ensalada de pulpo)",1.0,1 cup,180.0
27451060.0,"Octopus salad, Puerto Rican style (Includes: Ensalada de pulpo)",1.0,Quantity not specified,90.0
27451070.0,"Codfish salad, Puerto Rican style, Serenata (Includes: oil, vinegar, onion, olives, tomatoes; Gazpacho de bacalao; Bacalao revuelto con huevos; Ensalada de bacalao)",1.0,Per 100g,100.0
27451070.0,"Codfish salad, Puerto Rican style, Serenata (Includes: oil, vinegar, onion, olives, tomatoes; Gazpacho de bacalao; Bacalao revuelto con huevos; Ensalada de bacalao)",1.0,1 cup,145.0
27451070.0,"Codfish salad, Puerto Rican style, Serenata (Includes: oil, vinegar, onion, olives, tomatoes; Gazpacho de bacalao; Bacalao revuelto con huevos; Ensalada de bacalao)",1.0,Quantity not specified,72.0
27460010.0,"Chow mein or chop suey, NS as to type of meat, no noodles",1.0,Per 100g,100.0
27460010.0,"Chow mein or chop suey, NS as to type of meat, no noodles",1.0,1 cup,220.0
27460010.0,"Chow mein or chop suey, NS as to type of meat, no noodles",1.0,Quantity not specified,165.0
27460100.0,Lau lau (Includes: pork and fish wrapped in taro or spinach leaves),1.0,Per 100g,100.0
27460100.0,Lau lau (Includes: pork and fish wrapped in taro or spinach leaves),1.0,1 lau lau,214.0
27460100.0,Lau lau (Includes: pork and fish wrapped in taro or spinach leaves),1.0,Quantity not specified,135.0
27460510.0,"Antipasto with ham, fish, cheese, vegetables",1.0,Per 100g,100.0
27460510.0,"Antipasto with ham, fish, cheese, vegetables",1.0,1 cup,115.0
27460510.0,"Antipasto with ham, fish, cheese, vegetables",1.0,"Quantity not specified, if main course in meal",402.0
27460510.0,"Antipasto with ham, fish, cheese, vegetables",1.0,"Quantity not specified, if appetizer",115.0
27460710.0,"Livers, chicken, chopped, with eggs and onion",1.0,Per 100g,100.0
27460710.0,"Livers, chicken, chopped, with eggs and onion",1.0,1 cup,208.0
27460710.0,"Livers, chicken, chopped, with eggs and onion",1.0,Quantity not specified,156.0
27460750.0,"Liver, beef or calves, and onions",1.0,Per 100g,100.0
27460750.0,"Liver, beef or calves, and onions",1.0,1 slice with onions,143.0
27460750.0,"Liver, beef or calves, and onions",1.0,1 cup,202.0
27460750.0,"Liver, beef or calves, and onions",1.0,Quantity not specified,151.0
27460750.0,"Liver, beef or calves, and onions",1.0,"1 cubic inch, cooked",22.0
27462000.0,"Stewed chitterlings, Puerto Rican style (Includes: Cuajito; Cuajo guisado)",1.0,Per 100g,100.0
27462000.0,"Stewed chitterlings, Puerto Rican style (Includes: Cuajito; Cuajo guisado)",1.0,1 cup,240.0
27462000.0,"Stewed chitterlings, Puerto Rican style (Includes: Cuajito; Cuajo guisado)",1.0,Quantity not specified,180.0
27463000.0,"Stewed gizzards, Puerto Rican style (Includes: Mollejitas guisadas)",1.0,Per 100g,100.0
27463000.0,"Stewed gizzards, Puerto Rican style (Includes: Mollejitas guisadas)",1.0,1 cup,260.0
27463000.0,"Stewed gizzards, Puerto Rican style (Includes: Mollejitas guisadas)",1.0,Quantity not specified,260.0
27464000.0,"Gumbo, no rice (Includes: shellfish, pork, poultry, tomatoes, and okra)",1.0,Per 100g,100.0
27464000.0,"Gumbo, no rice (Includes: shellfish, pork, poultry, tomatoes, and okra)",1.0,1 cup,244.0
27464000.0,"Gumbo, no rice (Includes: shellfish, pork, poultry, tomatoes, and okra)",1.0,Quantity not specified,122.0
27500050.0,"Sandwich, NFS",1.0,Per 100g,100.0
27500050.0,"Sandwich, NFS",1.0,1 regular,115.0
27500050.0,"Sandwich, NFS",1.0,1 large,175.0
27500050.0,"Sandwich, NFS",1.0,"1 regular or 6"" submarine",175.0
27500050.0,"Sandwich, NFS",1.0,1 miniature/slider,60.0
27500050.0,"Sandwich, NFS",1.0,Quantity not specified,115.0
27500300.0,"Sandwich wrap, NFS",1.0,Per 100g,100.0
27500300.0,"Sandwich wrap, NFS",1.0,"1 sandwich, any size",140.0
27500300.0,"Sandwich wrap, NFS",1.0,Quantity not specified,140.0
27500400.0,"Barbecue sandwich, NFS (Includes: bbq)",1.0,Per 100g,100.0
27500400.0,"Barbecue sandwich, NFS (Includes: bbq)",1.0,1 regular sandwich,180.0
27500400.0,"Barbecue sandwich, NFS (Includes: bbq)",1.0,1 large sandwich,270.0
27500400.0,"Barbecue sandwich, NFS (Includes: bbq)",1.0,1 miniature/slider,90.0
27500400.0,"Barbecue sandwich, NFS (Includes: bbq)",1.0,1 submarine,270.0
27500400.0,"Barbecue sandwich, NFS (Includes: bbq)",1.0,Quantity not specified,180.0
27510100.0,"Sloppy joe sandwich, on white bun (Includes: on bread or roll; NS as to grain; Manwich)",1.0,Per 100g,100.0
27510100.0,"Sloppy joe sandwich, on white bun (Includes: on bread or roll; NS as to grain; Manwich)",1.0,"1 sandwich, any size",185.0
27510100.0,"Sloppy joe sandwich, on white bun (Includes: on bread or roll; NS as to grain; Manwich)",1.0,Quantity not specified,185.0
27510105.0,"Sloppy joe sandwich, on wheat bun (Includes: on bread or roll; multigrain, whole grain, or whole wheat; Manwich)",1.0,Per 100g,100.0
27510105.0,"Sloppy joe sandwich, on wheat bun (Includes: on bread or roll; multigrain, whole grain, or whole wheat; Manwich)",1.0,"1 sandwich, any size",185.0
27510105.0,"Sloppy joe sandwich, on wheat bun (Includes: on bread or roll; multigrain, whole grain, or whole wheat; Manwich)",1.0,Quantity not specified,185.0
27510130.0,"Barbecue beef sandwich, on white bun (Includes: bbq; on bread or roll; shredded or pulled; NS as to grain)",1.0,Per 100g,100.0
27510130.0,"Barbecue beef sandwich, on white bun (Includes: bbq; on bread or roll; shredded or pulled; NS as to grain)",1.0,1 regular sandwich,180.0
27510130.0,"Barbecue beef sandwich, on white bun (Includes: bbq; on bread or roll; shredded or pulled; NS as to grain)",1.0,1 large sandwich,270.0
27510130.0,"Barbecue beef sandwich, on white bun (Includes: bbq; on bread or roll; shredded or pulled; NS as to grain)",1.0,1 miniature/slider,90.0
27510130.0,"Barbecue beef sandwich, on white bun (Includes: bbq; on bread or roll; shredded or pulled; NS as to grain)",1.0,1 submarine,270.0
27510130.0,"Barbecue beef sandwich, on white bun (Includes: bbq; on bread or roll; shredded or pulled; NS as to grain)",1.0,Quantity not specified,180.0
27510135.0,"Barbecue beef sandwich, on wheat bun (Includes: bbq; on bread or roll; shredded or pulled; multigrain, whole grain, or whole wheat)",1.0,Per 100g,100.0
27510135.0,"Barbecue beef sandwich, on wheat bun (Includes: bbq; on bread or roll; shredded or pulled; multigrain, whole grain, or whole wheat)",1.0,1 regular sandwich,180.0
27510135.0,"Barbecue beef sandwich, on wheat bun (Includes: bbq; on bread or roll; shredded or pulled; multigrain, whole grain, or whole wheat)",1.0,1 large sandwich,270.0
27510135.0,"Barbecue beef sandwich, on wheat bun (Includes: bbq; on bread or roll; shredded or pulled; multigrain, whole grain, or whole wheat)",1.0,1 miniature/slider,90.0
27510135.0,"Barbecue beef sandwich, on wheat bun (Includes: bbq; on bread or roll; shredded or pulled; multigrain, whole grain, or whole wheat)",1.0,1 submarine,270.0
27510135.0,"Barbecue beef sandwich, on wheat bun (Includes: bbq; on bread or roll; shredded or pulled; multigrain, whole grain, or whole wheat)",1.0,Quantity not specified,180.0
27510140.0,"Cheeseburger slider, from fast food (Includes: White Castle Cheese Slider; slider)",1.0,Per 100g,100.0
27510140.0,"Cheeseburger slider, from fast food (Includes: White Castle Cheese Slider; slider)",1.0,1 miniature,60.0
27510140.0,"Cheeseburger slider, from fast food (Includes: White Castle Cheese Slider; slider)",1.0,Quantity not specified,60.0
27510155.0,"Cheeseburger, NFS",1.0,Per 100g,100.0
27510155.0,"Cheeseburger, NFS",1.0,1 cheeseburger,165.0
27510155.0,"Cheeseburger, NFS",1.0,Quantity not specified,165.0
27510160.0,"Cheeseburger, from fast food, 1 small patty (Includes: junior patty)",1.0,Per 100g,100.0
27510160.0,"Cheeseburger, from fast food, 1 small patty (Includes: junior patty)",1.0,1 cheeseburger,115.0
27510160.0,"Cheeseburger, from fast food, 1 small patty (Includes: junior patty)",1.0,Quantity not specified,115.0
27510170.0,Cheeseburger (Burger King),1.0,Per 100g,100.0
27510170.0,Cheeseburger (Burger King),1.0,1 cheeseburger,110.0
27510170.0,Cheeseburger (Burger King),1.0,Quantity not specified,110.0
27510171.0,Whopper Jr with cheese (Burger King),1.0,Per 100g,100.0
27510171.0,Whopper Jr with cheese (Burger King),1.0,1 cheeseburger,155.0
27510171.0,Whopper Jr with cheese (Burger King),1.0,Quantity not specified,155.0
27510172.0,Cheeseburger (McDonalds),1.0,Per 100g,100.0
27510172.0,Cheeseburger (McDonalds),1.0,1 cheeseburger,110.0
27510172.0,Cheeseburger (McDonalds),1.0,Quantity not specified,110.0
27510190.0,"Cheeseburger, from school cafeteria (Includes: school cheeseburger, nfs; any size patty, excluding miniature; plain or with condiments)",1.0,Per 100g,100.0
27510190.0,"Cheeseburger, from school cafeteria (Includes: school cheeseburger, nfs; any size patty, excluding miniature; plain or with condiments)",1.0,1 cheeseburger,100.0
27510190.0,"Cheeseburger, from school cafeteria (Includes: school cheeseburger, nfs; any size patty, excluding miniature; plain or with condiments)",1.0,Quantity not specified,100.0
27510191.0,Cheeseburger slider (Includes: miniature patty),1.0,Per 100g,100.0
27510191.0,Cheeseburger slider (Includes: miniature patty),1.0,1 miniature,80.0
27510191.0,Cheeseburger slider (Includes: miniature patty),1.0,Quantity not specified,80.0
27510195.0,"Cheeseburger, on white bun, 1 small patty (Includes: homemade; bun, NFS; junior patty)",1.0,Per 100g,100.0
27510195.0,"Cheeseburger, on white bun, 1 small patty (Includes: homemade; bun, NFS; junior patty)",1.0,1 cheeseburger,135.0
27510195.0,"Cheeseburger, on white bun, 1 small patty (Includes: homemade; bun, NFS; junior patty)",1.0,Quantity not specified,135.0
27510196.0,"Cheeseburger, on wheat bun, 1 small patty (Includes: homemade; junior patty)",1.0,Per 100g,100.0
27510196.0,"Cheeseburger, on wheat bun, 1 small patty (Includes: homemade; junior patty)",1.0,1 cheeseburger,135.0
27510196.0,"Cheeseburger, on wheat bun, 1 small patty (Includes: homemade; junior patty)",1.0,Quantity not specified,135.0
27510215.0,"Cheeseburger, from fast food, 1 medium patty (Includes: quarter pound patty)",1.0,Per 100g,100.0
27510215.0,"Cheeseburger, from fast food, 1 medium patty (Includes: quarter pound patty)",1.0,1 cheeseburger,165.0
27510215.0,"Cheeseburger, from fast food, 1 medium patty (Includes: quarter pound patty)",1.0,Quantity not specified,165.0
27510229.0,Quarter Pounder (McDonalds),1.0,Per 100g,100.0
27510229.0,Quarter Pounder (McDonalds),1.0,1 cheeseburger,170.0
27510229.0,Quarter Pounder (McDonalds),1.0,Quantity not specified,170.0
27510231.0,Whopper with cheese (Burger King),1.0,Per 100g,100.0
27510231.0,Whopper with cheese (Burger King),1.0,1 cheeseburger,290.0
27510231.0,Whopper with cheese (Burger King),1.0,Quantity not specified,290.0
27510232.0,Quarter Pounder with cheese (McDonalds),1.0,Per 100g,100.0
27510232.0,Quarter Pounder with cheese (McDonalds),1.0,1 cheeseburger,200.0
27510232.0,Quarter Pounder with cheese (McDonalds),1.0,Quantity not specified,200.0
27510241.0,"Cheeseburger, on white bun, 1 medium patty (Includes: homemade; bun, NFS; quarter pound patty)",1.0,Per 100g,100.0
27510241.0,"Cheeseburger, on white bun, 1 medium patty (Includes: homemade; bun, NFS; quarter pound patty)",1.0,1 cheeseburger,165.0
27510241.0,"Cheeseburger, on white bun, 1 medium patty (Includes: homemade; bun, NFS; quarter pound patty)",1.0,Quantity not specified,165.0
27510242.0,"Cheeseburger, on wheat bun, 1 medium patty (Includes: homemade; wheat bread; quarter pound patty; any amount of cheese slices)",1.0,Per 100g,100.0
27510242.0,"Cheeseburger, on wheat bun, 1 medium patty (Includes: homemade; wheat bread; quarter pound patty; any amount of cheese slices)",1.0,1 cheeseburger,165.0
27510242.0,"Cheeseburger, on wheat bun, 1 medium patty (Includes: homemade; wheat bread; quarter pound patty; any amount of cheese slices)",1.0,Quantity not specified,165.0
27510245.0,"Cheeseburger, on white bun, 1 large patty (Includes: on bread or roll; NS as to grain; third pound size patty)",1.0,Per 100g,100.0
27510245.0,"Cheeseburger, on white bun, 1 large patty (Includes: on bread or roll; NS as to grain; third pound size patty)",1.0,1 cheeseburger,210.0
27510245.0,"Cheeseburger, on white bun, 1 large patty (Includes: on bread or roll; NS as to grain; third pound size patty)",1.0,Quantity not specified,210.0
27510246.0,"Cheeseburger, on wheat bun, 1 large patty (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,Per 100g,100.0
27510246.0,"Cheeseburger, on wheat bun, 1 large patty (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,1 cheeseburger,210.0
27510246.0,"Cheeseburger, on wheat bun, 1 large patty (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,Quantity not specified,210.0
27510254.0,"Double cheeseburger, on white bun, 2 small patties (Includes: on bread or roll; NS as to grain; junior or kid's meal size patty)",1.0,Per 100g,100.0
27510254.0,"Double cheeseburger, on white bun, 2 small patties (Includes: on bread or roll; NS as to grain; junior or kid's meal size patty)",1.0,1 double cheeseburger,205.0
27510254.0,"Double cheeseburger, on white bun, 2 small patties (Includes: on bread or roll; NS as to grain; junior or kid's meal size patty)",1.0,Quantity not specified,205.0
27510255.0,"Double cheeseburger, on wheat bun, 2 small patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; junior or kid's meal size patty)",1.0,Per 100g,100.0
27510255.0,"Double cheeseburger, on wheat bun, 2 small patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; junior or kid's meal size patty)",1.0,1 double cheeseburger,205.0
27510255.0,"Double cheeseburger, on wheat bun, 2 small patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; junior or kid's meal size patty)",1.0,Quantity not specified,205.0
27510257.0,"Double cheeseburger, on white bun, 2 medium patties (Includes: on bread or roll; NS as to grain; quarter pound or regular size patty)",1.0,Per 100g,100.0
27510257.0,"Double cheeseburger, on white bun, 2 medium patties (Includes: on bread or roll; NS as to grain; quarter pound or regular size patty)",1.0,1 double cheeseburger,270.0
27510257.0,"Double cheeseburger, on white bun, 2 medium patties (Includes: on bread or roll; NS as to grain; quarter pound or regular size patty)",1.0,Quantity not specified,270.0
27510258.0,"Double cheeseburger, on wheat bun, 2 medium patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,Per 100g,100.0
27510258.0,"Double cheeseburger, on wheat bun, 2 medium patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,1 double cheeseburger,270.0
27510258.0,"Double cheeseburger, on wheat bun, 2 medium patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,Quantity not specified,270.0
27510261.0,"Cheeseburger, from fast food, 1 large patty (Includes: one third pound patty)",1.0,Per 100g,100.0
27510261.0,"Cheeseburger, from fast food, 1 large patty (Includes: one third pound patty)",1.0,1 cheeseburger,210.0
27510261.0,"Cheeseburger, from fast food, 1 large patty (Includes: one third pound patty)",1.0,Quantity not specified,210.0
27510262.0,"Double cheeseburger, on white bun, 2 large patties (Includes: on bread or roll; NS as to grain; third pound size patty)",1.0,Per 100g,100.0
27510262.0,"Double cheeseburger, on white bun, 2 large patties (Includes: on bread or roll; NS as to grain; third pound size patty)",1.0,1 double cheeseburger,330.0
27510262.0,"Double cheeseburger, on white bun, 2 large patties (Includes: on bread or roll; NS as to grain; third pound size patty)",1.0,Quantity not specified,330.0
27510263.0,"Double cheeseburger, on wheat bun, 2 large patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,Per 100g,100.0
27510263.0,"Double cheeseburger, on wheat bun, 2 large patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,1 double cheeseburger,330.0
27510263.0,"Double cheeseburger, on wheat bun, 2 large patties (Includes: on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty)",1.0,Quantity not specified,330.0
27510371.0,"Double cheeseburger, from fast food, 2 small patties (Includes: junior patty)",1.0,Per 100g,100.0
27510371.0,"Double cheeseburger, from fast food, 2 small patties (Includes: junior patty)",1.0,1 double cheeseburger,155.0
27510371.0,"Double cheeseburger, from fast food, 2 small patties (Includes: junior patty)",1.0,Quantity not specified,155.0
27510386.0,Double cheeseburger (Burger King),1.0,Per 100g,100.0
27510386.0,Double cheeseburger (Burger King),1.0,1 double cheeseburger,140.0
27510386.0,Double cheeseburger (Burger King),1.0,Quantity not specified,140.0
27510387.0,Double cheeseburger (McDonalds),1.0,Per 100g,100.0
